timestamp,cpu_usage,ram_usage,disk_usage,net_sent,net_recv,process_count,uptime_seconds,label
2026-03-03 14:31:27.869420,7.8,84.5,14.8,20126620,51027888,324,1103795.067395687,0
2026-03-03 14:31:32.883881,5.5,84.2,14.8,20211460,51040274,324,1103800.0874524117,0
2026-03-03 14:31:37.902253,16.8,84.5,14.8,20222096,51048882,326,1103805.1086525917,0
2026-03-03 14:31:42.924995,27.8,85.8,14.8,20318837,51360952,327,1103810.126456976,0
2026-03-03 14:31:47.942836,12.8,85.7,14.8,20359091,51728614,327,1103815.1535482407,0
2026-03-03 14:31:52.968709,14.0,84.8,14.8,20399359,51768584,325,1103820.1736383438,0
2026-03-03 14:31:57.989222,6.6,84.7,14.8,20402783,51769662,325,1103825.1852765083,0
2026-03-03 14:32:02.997788,8.8,84.1,14.8,20405945,51770522,327,1103830.1942958832,0
2026-03-03 14:32:08.007762,3.7,83.6,14.8,20415265,51778154,324,1103835.2069101334,0
2026-03-03 14:32:13.021842,1.4,83.5,14.8,20418474,51778923,324,1103840.2217419147,0
2026-03-03 14:32:18.035943,1.2,83.5,14.8,20467118,51798998,324,1103845.239186287,0
2026-03-03 14:32:23.052979,10.9,83.3,14.8,20472435,51807959,323,1103850.25567317,0
2026-03-03 14:32:28.068149,2.6,83.1,14.8,20475582,51808910,322,1103855.267983675,0
2026-03-03 14:32:33.081014,2.0,83.4,14.8,20479252,51810631,324,1103860.2791395187,0
2026-03-03 14:32:38.092767,7.2,83.4,14.8,20482504,51811511,324,1103865.2954258919,0
2026-03-03 14:32:43.109812,3.2,83.4,14.8,20485666,51812629,324,1103870.311647892,0
2026-03-03 14:32:48.126086,1.5,83.3,14.8,20488956,51813572,323,1103875.3289971352,0
2026-03-03 14:32:53.143519,9.8,83.1,14.8,20491984,51814279,323,1103880.3451652527,0
2026-03-03 14:32:58.158940,2.6,83.0,14.8,20495208,51815226,323,1103885.3614253998,0
2026-03-03 14:33:03.176337,4.0,83.0,14.8,20498633,51816688,323,1103890.3795397282,0
2026-03-03 14:33:08.193278,8.0,83.0,14.8,20501775,51817449,323,1103895.3932454586,0
